,status_group
11198,functional
11199,non functional
11200,functional
11201,functional
11202,non functional
11203,functional
11204,non functional
11205,functional
11206,functional
11207,non functional
11208,non functional
11209,functional
11210,functional
11211,non functional
11212,non functional
11213,functional
11214,non functional
11215,non functional
11216,non functional
11217,non functional
11218,functional
11219,non functional
11220,functional
11221,functional
11222,functional
11223,non functional
11224,functional
11225,functional
11226,functional
11227,functional
11228,functional
11229,functional
11230,non functional
11231,functional
11232,functional
11233,functional
11234,functional
11235,non functional
11236,functional
11237,non functional
11238,functional
11239,functional
11240,functional
11241,functional
11242,non functional
11243,functional
11244,functional
11245,functional
11246,non functional
11247,functional
11248,functional
11249,functional
11250,non functional
11251,functional
11252,functional
11253,non functional
11254,non functional
11255,non functional
11256,functional
11257,non functional
11258,functional
11259,functional
11260,functional
11261,non functional
11262,non functional
11263,functional needs repair
11264,functional
11265,non functional
11266,functional
11267,functional
11268,functional
11269,functional
11270,functional
11271,non functional
11272,functional
11273,functional needs repair
11274,functional
11275,non functional
11276,non functional
11277,non functional
11278,non functional
11279,non functional
11280,functional
11281,non functional
11282,functional
11283,non functional
11284,non functional
11285,non functional
11286,functional
11287,non functional
11288,functional
11289,functional
11290,non functional
11291,non functional
11292,functional
11293,functional
11294,non functional
11295,non functional
11296,functional needs repair
11297,non functional
11298,non functional
11299,functional needs repair
11300,functional
11301,non functional
11302,functional
11303,non functional
11304,functional
11305,non functional
11306,non functional
11307,functional
11308,functional
11309,functional
11310,functional
11311,functional
11312,functional
11313,functional
11314,non functional
11315,functional
11316,functional
11317,functional
11318,non functional
11319,functional
11320,functional
11321,functional
11322,non functional
11323,functional
11324,non functional
11325,non functional
11326,non functional
11327,non functional
11328,non functional
11329,non functional
11330,non functional
11331,non functional
11332,functional
11333,functional
11334,functional
11335,non functional
11336,functional
11337,non functional
11338,non functional
11339,non functional
11340,functional
11341,functional
11342,functional needs repair
11343,functional
11344,functional
11345,functional
11346,non functional
11347,functional
11348,non functional
11349,non functional
11350,functional
11351,functional
11352,non functional
11353,functional
11354,functional
11355,non functional
11356,functional
11357,non functional
11358,functional
11359,functional
11360,functional
11361,functional
11362,functional needs repair
11363,functional
11364,functional
11365,functional
11366,functional needs repair
11367,non functional
11368,functional
11369,functional
11370,functional
11371,functional
11372,functional
11373,non functional
11374,functional
11375,non functional
11376,functional
11377,non functional
11378,non functional
11379,functional
11380,functional
11381,functional
11382,non functional
11383,non functional
11384,non functional
11385,functional
11386,functional
11387,functional
11388,functional
11389,functional
11390,non functional
11391,functional
11392,non functional
11393,non functional
11394,functional
11395,functional
11396,non functional
11397,non functional
11398,functional
11399,functional
11400,functional
11401,functional needs repair
11402,functional
11403,functional
11404,non functional
11405,functional
11406,non functional
11407,functional
11408,non functional
11409,functional
11410,functional
11411,functional
11412,functional
11413,non functional
11414,functional
11415,non functional
11416,functional
11417,functional
11418,functional
11419,functional
11420,functional needs repair
11421,functional
11422,non functional
11423,non functional
11424,functional needs repair
11425,non functional
11426,non functional
11427,non functional
11428,functional needs repair
11429,non functional
11430,functional needs repair
11431,functional needs repair
11432,functional
11433,non functional
11434,functional
11435,functional
11436,functional
11437,functional
11438,functional
11439,functional
11440,functional needs repair
11441,functional needs repair
11442,non functional
11443,functional
11444,non functional
11445,functional
11446,functional
11447,functional
11448,functional
11449,non functional
11450,non functional
11451,non functional
11452,functional needs repair
11453,functional
11454,non functional
11455,functional
11456,functional
11457,functional
11458,non functional
11459,functional needs repair
11460,functional
11461,functional
11462,functional
11463,functional needs repair
11464,functional
11465,functional
11466,functional
11467,functional
11468,functional
11469,non functional
11470,functional
11471,functional
11472,functional
11473,functional
11474,functional
11475,non functional
11476,functional
11477,functional
11478,functional
11479,non functional
11480,functional
11481,non functional
11482,non functional
11483,non functional
11484,non functional
11485,non functional
11486,functional needs repair
11487,non functional
11488,non functional
11489,functional
11490,functional
11491,functional
11492,functional
11493,functional
11494,non functional
11495,functional
11496,functional
11497,non functional
11498,non functional
11499,non functional
11500,functional
11501,functional
11502,non functional
11503,functional
11504,non functional
11505,non functional
11506,non functional
11507,functional
11508,non functional
11509,non functional
11510,functional
11511,functional needs repair
11512,non functional
11513,non functional
11514,functional
11515,functional
11516,functional
11517,functional
11518,non functional
11519,functional
11520,non functional
11521,functional
11522,functional
11523,functional
11524,functional
11525,functional
11526,functional
11527,functional needs repair
11528,functional
11529,functional
11530,functional needs repair
11531,functional
11532,functional
11533,functional
11534,functional
11535,non functional
11536,non functional
11537,functional
11538,non functional
11539,non functional
11540,functional
11541,functional
11542,functional
11543,functional
11544,functional
11545,functional
11546,functional
11547,functional
11548,non functional
11549,functional
11550,functional
11551,functional
11552,functional
11553,functional
11554,functional
11555,functional
11556,functional
11557,non functional
11558,non functional
11559,non functional
11560,non functional
11561,functional
11562,non functional
11563,non functional
11564,functional
11565,functional
11566,functional needs repair
11567,functional
11568,functional
11569,functional
11570,non functional
11571,functional
11572,functional
11573,non functional
11574,functional
11575,functional
11576,non functional
11577,functional
11578,functional
11579,non functional
11580,non functional
11581,non functional
11582,functional
11583,non functional
11584,non functional
11585,functional
11586,functional needs repair
11587,non functional
11588,non functional
11589,functional
11590,functional
11591,functional
11592,functional
11593,non functional
11594,functional
11595,functional
11596,functional
11597,functional
11598,functional
11599,functional
11600,functional
11601,functional
11602,functional
11603,functional
11604,functional
11605,functional
11606,non functional
11607,non functional
11608,functional
11609,non functional
11610,non functional
11611,functional
11612,non functional
11613,functional
11614,functional needs repair
11615,non functional
11616,non functional
11617,functional
11618,non functional
11619,non functional
11620,functional
11621,functional
11622,functional
11623,functional
11624,functional
11625,functional
11626,functional
11627,non functional
11628,non functional
11629,functional
11630,non functional
11631,functional
11632,functional
11633,non functional
11634,functional
11635,functional
11636,functional
11637,functional
11638,non functional
11639,non functional
11640,non functional
11641,functional
11642,functional
11643,non functional
11644,non functional
11645,non functional
11646,functional
11647,non functional
11648,functional needs repair
11649,functional
11650,functional
11651,functional
11652,functional
11653,functional
11654,non functional
11655,functional
11656,functional
11657,functional
11658,functional
11659,functional
11660,functional
11661,non functional
11662,functional
11663,functional
11664,functional
11665,functional
11666,functional
11667,functional
11668,non functional
11669,non functional
11670,functional
11671,functional
11672,functional
11673,functional
11674,functional
11675,non functional
11676,functional
11677,non functional
11678,non functional
11679,functional
11680,functional
11681,functional
11682,non functional
11683,functional
11684,non functional
11685,non functional
11686,functional
11687,functional
11688,non functional
11689,non functional
11690,non functional
11691,non functional
11692,functional needs repair
11693,functional
11694,non functional
11695,functional
11696,non functional
11697,non functional
11698,non functional
11699,functional
11700,functional
11701,functional
11702,functional
11703,functional
11704,functional
11705,functional
11706,functional
11707,functional
11708,functional
11709,functional
11710,non functional
11711,functional
11712,non functional
11713,functional
11714,functional
11715,functional
11716,functional
11717,functional
11718,functional
11719,functional
11720,functional
11721,functional
11722,functional
11723,non functional
11724,functional
11725,functional
11726,non functional
11727,functional
11728,functional
11729,functional
11730,functional
11731,functional
11732,functional
11733,non functional
11734,non functional
11735,functional
11736,functional
11737,non functional
11738,functional
11739,non functional
11740,non functional
11741,functional
11742,functional
11743,functional
11744,functional
11745,non functional
11746,functional needs repair
11747,functional
11748,non functional
11749,non functional
11750,non functional
11751,non functional
11752,non functional
11753,functional
11754,functional
11755,non functional
11756,functional
11757,functional
11758,non functional
11759,functional
11760,functional
11761,functional
11762,functional
11763,non functional
11764,functional
11765,functional
11766,non functional
11767,functional
11768,functional
11769,functional
11770,functional
11771,non functional
11772,functional needs repair
11773,functional
11774,functional
11775,non functional
11776,non functional
11777,functional
11778,functional
11779,non functional
11780,functional
11781,functional
11782,functional
11783,non functional
11784,functional needs repair
11785,functional
11786,non functional
11787,functional
11788,non functional
11789,functional
11790,functional
11791,functional
11792,non functional
11793,functional
11794,functional
11795,functional
11796,non functional
11797,functional
11798,functional
11799,functional
11800,functional
11801,non functional
11802,functional
11803,functional
11804,non functional
11805,functional
11806,functional
11807,functional
11808,functional
11809,non functional
11810,non functional
11811,functional
11812,functional
11813,functional needs repair
11814,functional
11815,functional needs repair
11816,functional
11817,functional
11818,non functional
11819,functional
11820,functional
11821,functional
11822,functional
11823,functional
11824,functional
11825,functional
11826,functional needs repair
11827,non functional
11828,functional
11829,functional
11830,functional
11831,functional
11832,non functional
11833,functional
11834,functional
11835,functional
11836,non functional
11837,functional
11838,non functional
11839,functional
11840,functional
11841,functional
11842,functional
11843,functional
11844,functional
11845,non functional
11846,non functional
11847,functional
11848,functional
11849,non functional
11850,functional
11851,non functional
11852,functional
11853,non functional
11854,functional
11855,functional
11856,functional
11857,functional
11858,functional
11859,functional
11860,functional
11861,functional
11862,non functional
11863,functional
11864,functional
11865,non functional
11866,non functional
11867,functional
11868,non functional
11869,functional
11870,functional
11871,non functional
11872,functional
11873,functional
11874,functional
11875,non functional
11876,functional
11877,functional
11878,non functional
11879,functional
11880,functional
11881,functional
11882,functional
11883,functional
11884,non functional
11885,non functional
11886,functional needs repair
11887,non functional
11888,functional
11889,non functional
11890,non functional
11891,non functional
11892,non functional
11893,functional
11894,functional
11895,non functional
11896,non functional
11897,functional
11898,functional
11899,functional
11900,functional
11901,functional
11902,functional
11903,functional
11904,functional
11905,functional
11906,functional
11907,non functional
11908,non functional
11909,functional
11910,functional
11911,functional needs repair
11912,non functional
11913,non functional
11914,non functional
11915,functional
11916,functional
11917,functional
11918,non functional
11919,functional
11920,functional
11921,functional
11922,non functional
11923,non functional
11924,non functional
11925,functional
11926,functional
11927,non functional
11928,functional
11929,non functional
11930,functional
11931,non functional
11932,non functional
11933,non functional
11934,functional
11935,non functional
11936,non functional
11937,non functional
11938,functional
11939,functional
11940,functional
11941,non functional
11942,functional
11943,non functional
11944,non functional
11945,functional
11946,non functional
11947,functional
11948,functional
11949,functional
11950,non functional
11951,functional
11952,non functional
11953,functional
11954,non functional
11955,non functional
11956,non functional
11957,functional
11958,functional
11959,functional
11960,non functional
11961,non functional
11962,functional needs repair
11963,non functional
11964,non functional
11965,functional
11966,functional
11967,functional
11968,non functional
11969,functional
11970,functional
11971,functional
11972,non functional
11973,functional
11974,functional
11975,functional
11976,non functional
11977,non functional
11978,non functional
11979,functional
11980,non functional
11981,functional
11982,functional
11983,functional
11984,functional
11985,functional
11986,functional
11987,non functional
11988,non functional
11989,non functional
11990,functional
11991,functional
11992,functional needs repair
11993,functional
11994,non functional
11995,functional
11996,functional
11997,functional
11998,functional
11999,functional
12000,non functional
12001,functional
12002,functional
12003,functional
12004,non functional
12005,functional
12006,functional
12007,functional
12008,functional
12009,functional
12010,functional
12011,functional
12012,non functional
12013,functional needs repair
12014,non functional
12015,functional
12016,functional
12017,functional
12018,functional
12019,functional
12020,non functional
12021,non functional
12022,functional
12023,non functional
12024,functional
12025,functional
12026,functional
12027,non functional
12028,functional
12029,functional
12030,non functional
12031,non functional
12032,functional
12033,functional
12034,functional needs repair
12035,functional
12036,functional
12037,non functional
12038,functional
12039,functional
12040,non functional
12041,non functional
12042,non functional
12043,functional
12044,functional
12045,functional
12046,functional
12047,non functional
12048,functional
12049,non functional
12050,functional
12051,functional
12052,non functional
12053,non functional
12054,functional
12055,functional
12056,functional
12057,functional
12058,functional
12059,functional
12060,non functional
12061,functional
12062,functional
12063,non functional
12064,functional
12065,non functional
12066,non functional
12067,non functional
12068,functional
12069,functional
12070,non functional
12071,non functional
12072,functional
12073,non functional
12074,functional
12075,functional
12076,functional needs repair
12077,functional
12078,non functional
12079,non functional
12080,functional
12081,functional
12082,functional
12083,functional
12084,non functional
12085,functional
12086,functional
12087,functional
12088,functional
12089,functional needs repair
12090,functional
12091,non functional
12092,non functional
12093,functional
12094,functional needs repair
12095,functional
12096,functional needs repair
12097,functional
12098,functional
12099,functional
12100,functional
12101,non functional
12102,functional
12103,functional
12104,functional
12105,functional
12106,functional
12107,functional
12108,functional
12109,functional
12110,non functional
12111,functional
12112,non functional
12113,functional
12114,functional
12115,functional
12116,functional
12117,non functional
12118,non functional
12119,functional
12120,functional
12121,functional
12122,functional
12123,functional needs repair
12124,functional
12125,functional
12126,non functional
12127,non functional
12128,non functional
12129,non functional
12130,functional
12131,non functional
12132,functional
12133,functional
12134,non functional
12135,functional
12136,functional
12137,functional
12138,non functional
12139,non functional
12140,non functional
12141,functional
12142,functional
12143,functional
12144,functional
12145,functional
12146,functional
12147,functional needs repair
12148,functional
12149,non functional
12150,non functional
12151,functional
12152,functional
12153,non functional
12154,functional
12155,functional
12156,non functional
12157,functional
12158,functional
12159,functional
12160,functional
12161,non functional
12162,functional
12163,non functional
12164,non functional
12165,functional
12166,functional
12167,non functional
12168,functional
12169,non functional
12170,functional
12171,functional
12172,functional
12173,functional
12174,functional
12175,functional
12176,non functional
12177,functional
12178,non functional
12179,functional
12180,non functional
12181,functional
12182,functional
12183,functional
12184,non functional
12185,non functional
12186,functional
12187,functional
12188,non functional
12189,functional
12190,functional
12191,non functional
12192,functional
12193,functional needs repair
12194,functional
12195,functional
12196,functional
12197,functional
12198,non functional
12199,non functional
12200,functional
12201,non functional
12202,non functional
12203,functional
12204,non functional
12205,non functional
12206,functional
12207,non functional
12208,functional
12209,functional
12210,functional needs repair
12211,functional
12212,non functional
12213,functional
12214,functional
12215,functional
12216,functional
12217,functional
12218,functional
12219,functional
12220,non functional
12221,functional
12222,functional
12223,functional needs repair
12224,functional
12225,non functional
12226,functional
12227,functional
12228,non functional
12229,functional
12230,functional
12231,functional
12232,functional
12233,functional
12234,non functional
12235,functional
12236,functional
12237,non functional
12238,non functional
12239,functional
12240,functional
12241,functional
12242,functional
12243,functional
12244,non functional
12245,functional
12246,functional
12247,non functional
12248,functional
12249,non functional
12250,non functional
12251,functional
12252,functional
12253,functional
12254,functional
12255,functional
12256,functional
12257,functional
12258,non functional
12259,non functional
12260,functional
12261,functional
12262,non functional
12263,functional
12264,functional
12265,functional
12266,non functional
12267,functional
12268,functional
12269,functional
12270,functional
12271,functional
12272,functional
12273,functional
12274,functional
12275,non functional
12276,functional
12277,functional
12278,functional
12279,non functional
12280,non functional
12281,functional
12282,non functional
12283,functional needs repair
12284,functional
12285,functional
12286,functional
12287,functional
12288,functional
12289,non functional
12290,functional needs repair
12291,functional
12292,non functional
12293,functional
12294,functional
12295,functional
12296,functional
12297,functional
12298,non functional
12299,functional needs repair
12300,functional
12301,non functional
12302,functional
12303,non functional
12304,non functional
12305,functional
12306,functional
12307,non functional
12308,functional
12309,functional
12310,functional
12311,functional
12312,non functional
12313,functional needs repair
12314,functional
12315,functional
12316,non functional
12317,functional
12318,functional
12319,functional
12320,functional
12321,non functional
12322,functional
12323,functional
12324,functional
12325,non functional
12326,functional
12327,functional
12328,functional
12329,functional
12330,functional
12331,non functional
12332,functional needs repair
12333,non functional
12334,non functional
12335,functional
12336,non functional
12337,functional
12338,functional
12339,non functional
12340,functional
12341,functional
12342,non functional
12343,functional
12344,functional needs repair
12345,non functional
12346,functional
12347,non functional
12348,functional
12349,non functional
12350,non functional
12351,functional
12352,non functional
12353,non functional
12354,functional
12355,functional
12356,functional needs repair
12357,functional
12358,functional needs repair
12359,non functional
12360,functional
12361,non functional
12362,non functional
12363,functional
12364,functional
12365,functional
12366,functional needs repair
12367,non functional
12368,functional
12369,non functional
12370,functional
12371,functional needs repair
12372,non functional
12373,non functional
12374,functional
12375,non functional
12376,functional
12377,functional
12378,non functional
12379,functional
12380,functional
12381,functional
12382,functional
12383,non functional
12384,non functional
12385,functional
12386,functional
12387,functional
12388,non functional
12389,non functional
12390,functional
12391,functional
12392,functional
12393,functional
12394,functional
12395,functional
12396,functional
12397,non functional
12398,non functional
12399,functional
12400,functional
12401,functional
12402,non functional
12403,non functional
12404,functional
12405,non functional
12406,non functional
12407,functional
12408,non functional
12409,functional needs repair
12410,functional
12411,non functional
12412,functional
12413,functional
12414,functional
12415,functional
12416,functional
12417,functional
12418,non functional
12419,functional
12420,non functional
12421,non functional
12422,functional
12423,functional
12424,functional
12425,functional
12426,non functional
12427,non functional
12428,functional
12429,functional
12430,functional
12431,non functional
12432,functional
12433,functional
12434,functional
12435,non functional
12436,non functional
12437,non functional
12438,non functional
12439,functional
12440,functional
12441,functional
12442,non functional
12443,non functional
12444,non functional
12445,non functional
12446,non functional
12447,functional
12448,functional
12449,functional
12450,functional
12451,functional
12452,functional
12453,non functional
12454,non functional
12455,functional
12456,functional
12457,non functional
12458,non functional
12459,functional
12460,non functional
12461,non functional
12462,non functional
12463,functional
12464,functional
12465,non functional
12466,non functional
12467,non functional
12468,functional
12469,functional
12470,functional
12471,functional
12472,non functional
12473,functional
12474,functional
12475,non functional
12476,non functional
12477,functional
12478,functional
12479,functional
12480,functional
12481,functional
12482,functional
12483,functional
12484,functional
12485,functional
12486,non functional
12487,functional
12488,functional
12489,functional
12490,non functional
12491,non functional
12492,functional
12493,non functional
12494,functional
12495,non functional
12496,functional
12497,functional
12498,functional
12499,non functional
12500,non functional
12501,non functional
12502,functional
12503,non functional
12504,functional
12505,non functional
12506,functional needs repair
12507,functional needs repair
12508,functional
12509,functional
12510,functional
12511,functional
12512,functional
12513,non functional
12514,functional
12515,functional
12516,functional
12517,non functional
12518,functional needs repair
12519,non functional
12520,functional
12521,functional
12522,non functional
12523,functional
12524,non functional
12525,non functional
12526,functional
12527,non functional
12528,functional
12529,functional
12530,functional
12531,functional
12532,non functional
12533,functional
12534,non functional
12535,functional needs repair
12536,functional
12537,functional
12538,functional
12539,non functional
12540,non functional
12541,functional needs repair
12542,non functional
12543,non functional
12544,functional
12545,functional
12546,non functional
12547,functional
12548,functional
12549,functional
12550,non functional
12551,non functional
12552,functional
12553,functional
12554,functional
12555,non functional
12556,non functional
12557,functional
12558,non functional
12559,functional
12560,non functional
12561,functional
12562,functional
12563,non functional
12564,non functional
12565,functional
12566,functional
12567,non functional
12568,non functional
12569,non functional
12570,non functional
12571,non functional
12572,functional needs repair
12573,non functional
12574,functional
12575,functional
12576,functional
12577,non functional
12578,non functional
12579,non functional
12580,functional
12581,non functional
12582,non functional
12583,non functional
12584,functional
12585,non functional
12586,functional
12587,functional
12588,functional
12589,functional
12590,functional
12591,non functional
12592,functional
12593,functional
12594,non functional
12595,functional
12596,non functional
12597,functional
12598,functional
12599,functional
12600,functional
12601,non functional
12602,functional
12603,non functional
12604,functional
12605,functional
12606,non functional
12607,non functional
12608,non functional
12609,functional
12610,functional
12611,functional
12612,non functional
12613,non functional
12614,functional
12615,non functional
12616,functional
12617,functional
12618,functional
12619,functional
12620,non functional
12621,non functional
12622,non functional
12623,functional
12624,non functional
12625,functional
12626,functional
12627,functional
12628,non functional
12629,functional
12630,functional
12631,non functional
12632,functional
12633,non functional
12634,functional
12635,functional
12636,functional
12637,non functional
12638,functional
12639,non functional
12640,functional
12641,non functional
12642,non functional
12643,functional
12644,non functional
12645,functional
12646,functional
12647,functional
12648,non functional
12649,functional
12650,functional
12651,non functional
12652,functional
12653,non functional
12654,non functional
12655,functional
12656,functional
12657,functional
12658,functional needs repair
12659,non functional
12660,non functional
12661,functional
12662,non functional
12663,functional
12664,non functional
12665,non functional
12666,functional
12667,non functional
12668,functional
12669,functional
12670,functional
12671,functional
12672,non functional
12673,functional
12674,functional
12675,non functional
12676,functional
12677,functional
12678,non functional
12679,functional
12680,functional
12681,functional
12682,non functional
12683,functional
12684,non functional
12685,functional
12686,functional
12687,functional
12688,functional
12689,functional
12690,functional
12691,non functional
12692,functional
12693,functional
12694,functional
12695,non functional
12696,non functional
12697,non functional
12698,non functional
12699,functional
12700,functional
12701,non functional
12702,non functional
12703,non functional
12704,non functional
12705,non functional
12706,functional
12707,non functional
12708,functional
12709,functional
12710,functional
12711,functional
12712,functional
12713,functional
12714,functional
12715,functional
12716,functional
12717,non functional
12718,non functional
12719,functional
12720,functional
12721,functional
12722,functional
12723,functional
12724,functional
12725,functional
12726,functional needs repair
12727,non functional
12728,functional
12729,non functional
12730,non functional
12731,functional
12732,non functional
12733,functional
12734,non functional
12735,functional
12736,non functional
12737,functional
12738,functional
12739,functional
12740,functional
12741,functional needs repair
12742,functional
12743,functional
12744,non functional
12745,functional
12746,functional
12747,non functional
12748,non functional
12749,functional
12750,non functional
12751,functional
12752,non functional
12753,non functional
12754,functional
12755,functional
12756,non functional
12757,functional
12758,non functional
12759,functional
12760,functional
12761,non functional
12762,non functional
12763,functional
12764,functional
12765,functional
12766,functional
12767,non functional
12768,non functional
12769,non functional
12770,non functional
12771,functional
12772,non functional
12773,functional needs repair
12774,functional
12775,functional
12776,functional
12777,functional
12778,functional
12779,functional
12780,functional
12781,non functional
12782,functional
12783,functional
12784,non functional
12785,non functional
12786,functional
12787,functional
12788,functional needs repair
12789,functional
12790,non functional
12791,functional
12792,functional needs repair
12793,functional
12794,non functional
12795,functional
12796,functional
12797,non functional
12798,functional
12799,functional
12800,non functional
12801,non functional
12802,functional
12803,functional
12804,functional
12805,functional
12806,functional needs repair
12807,non functional
12808,non functional
12809,functional needs repair
12810,functional
12811,functional
12812,non functional
12813,functional
12814,functional
12815,functional
12816,non functional
12817,functional
12818,functional
12819,non functional
12820,non functional
12821,functional
12822,non functional
12823,functional
12824,non functional
12825,functional
12826,functional
12827,functional
12828,non functional
12829,functional
12830,functional
12831,non functional
12832,functional
12833,functional
12834,functional
12835,functional
12836,non functional
12837,non functional
12838,functional needs repair
12839,functional
12840,functional
12841,functional
12842,functional
12843,functional
12844,functional
12845,functional
12846,non functional
12847,non functional
12848,functional
12849,functional
12850,functional
12851,non functional
12852,functional
12853,non functional
12854,functional
12855,functional
12856,functional
12857,functional
12858,non functional
12859,non functional
12860,non functional
12861,non functional
12862,functional
12863,functional
12864,non functional
12865,functional
12866,functional
12867,functional
12868,non functional
12869,functional
12870,functional
12871,functional
12872,functional
12873,functional
12874,functional
12875,functional
12876,non functional
12877,functional
12878,functional
12879,functional
12880,functional
12881,non functional
12882,functional
12883,non functional
12884,functional
12885,functional
12886,functional
12887,functional
12888,functional needs repair
12889,non functional
12890,non functional
12891,non functional
12892,functional
12893,non functional
12894,functional
12895,non functional
12896,non functional
12897,functional
12898,non functional
12899,non functional
12900,functional
12901,non functional
12902,non functional
12903,functional
12904,non functional
12905,non functional
12906,functional
12907,functional
12908,functional
12909,functional
12910,functional
12911,non functional
12912,functional
12913,functional
12914,non functional
12915,functional
12916,functional
12917,functional needs repair
12918,functional
12919,functional
12920,functional
12921,non functional
12922,functional
12923,non functional
12924,non functional
12925,functional
12926,functional
12927,functional
12928,functional
12929,non functional
12930,functional
12931,functional
12932,non functional
12933,functional
12934,non functional
12935,functional
12936,functional needs repair
12937,functional
12938,non functional
12939,functional needs repair
12940,non functional
12941,functional
12942,non functional
12943,functional
12944,functional
12945,functional
12946,functional
12947,functional
12948,functional
12949,functional
12950,functional
12951,functional
12952,non functional
12953,functional
12954,non functional
12955,non functional
12956,non functional
12957,non functional
12958,functional
12959,non functional
12960,functional
12961,non functional
12962,non functional
12963,non functional
12964,functional
12965,functional
12966,functional
12967,non functional
12968,functional
12969,non functional
12970,functional
12971,functional
12972,functional
12973,non functional
12974,non functional
12975,functional
12976,functional
12977,non functional
12978,functional needs repair
12979,functional
12980,functional needs repair
12981,non functional
12982,functional
12983,non functional
12984,functional
12985,non functional
12986,functional
12987,functional
12988,non functional
12989,functional
12990,functional
12991,non functional
12992,non functional
12993,non functional
12994,functional
12995,non functional
12996,functional
12997,functional
12998,functional
12999,non functional
13000,non functional
13001,functional needs repair
13002,functional
13003,non functional
13004,functional
13005,functional
13006,non functional
13007,functional
13008,functional
13009,functional
13010,functional
13011,non functional
13012,functional
13013,non functional
13014,functional
13015,functional
13016,functional
13017,functional
13018,functional
13019,non functional
13020,functional
13021,functional
13022,functional
13023,functional
13024,non functional
13025,functional
13026,functional
13027,non functional
13028,non functional
13029,functional
13030,functional
13031,functional
13032,non functional
13033,functional
13034,functional
13035,functional
13036,functional
13037,functional needs repair
13038,non functional
13039,non functional
13040,functional
13041,functional
13042,functional
13043,functional
13044,non functional
13045,functional
13046,functional
13047,non functional
13048,functional
13049,functional
13050,functional
13051,functional
13052,functional
13053,functional
13054,functional
13055,non functional
13056,functional
13057,functional
13058,functional
13059,functional
13060,functional
13061,functional
13062,non functional
13063,functional
13064,functional
13065,functional
13066,functional
13067,functional
13068,non functional
13069,functional
13070,functional
13071,functional
13072,functional
13073,non functional
13074,functional
13075,non functional
13076,functional
13077,functional
13078,functional
13079,functional
13080,non functional
13081,functional
13082,functional
13083,non functional
13084,non functional
13085,non functional
13086,non functional
13087,functional
13088,functional
13089,non functional
13090,functional
13091,functional
13092,non functional
13093,non functional
13094,functional
13095,functional
13096,functional
13097,functional
13098,functional
13099,functional
13100,functional
13101,functional
13102,non functional
13103,non functional
13104,functional needs repair
13105,non functional
13106,non functional
13107,non functional
13108,non functional
13109,functional
13110,functional
13111,functional
13112,non functional
13113,non functional
13114,functional
13115,functional
13116,non functional
13117,functional
13118,functional needs repair
13119,functional
13120,functional
13121,functional
13122,functional
13123,functional
13124,functional
13125,functional
13126,functional
13127,functional
13128,functional
13129,functional needs repair
13130,functional
13131,functional
13132,non functional
13133,functional
13134,functional
13135,functional
13136,functional
13137,functional
13138,functional
13139,non functional
13140,functional
13141,functional
13142,non functional
13143,non functional
13144,functional
13145,functional
13146,functional
13147,non functional
13148,functional
13149,functional needs repair
13150,functional
13151,functional
13152,functional
13153,functional
13154,functional
13155,functional
13156,functional
13157,functional
13158,non functional
13159,non functional
13160,functional
13161,functional
13162,non functional
13163,functional
13164,functional
13165,functional
13166,functional
13167,non functional
13168,functional
13169,non functional
13170,functional
13171,functional
13172,functional
13173,functional
13174,non functional
13175,functional
13176,non functional
13177,non functional
13178,functional
13179,non functional
13180,functional
13181,functional
13182,functional
13183,non functional
13184,non functional
13185,non functional
13186,functional
13187,non functional
13188,non functional
13189,functional
13190,functional
13191,non functional
13192,functional
13193,functional
13194,functional
13195,functional
13196,functional
13197,functional
13198,functional
13199,functional
13200,non functional
13201,non functional
13202,non functional
13203,functional
13204,functional
13205,functional
13206,functional
13207,non functional
13208,functional
13209,functional needs repair
13210,non functional
13211,functional
13212,functional
13213,functional
13214,non functional
13215,functional needs repair
13216,functional
13217,non functional
13218,functional
13219,functional
13220,functional
13221,non functional
13222,functional
13223,non functional
13224,non functional
13225,functional
13226,non functional
13227,functional
13228,functional
13229,functional
13230,non functional
13231,functional
13232,functional
13233,non functional
13234,non functional
13235,non functional
13236,functional
13237,functional
13238,functional
13239,non functional
13240,functional
13241,non functional
13242,non functional
13243,functional
13244,functional
13245,functional
13246,functional
13247,functional
13248,functional
13249,non functional
13250,functional
13251,functional
13252,non functional
13253,functional
13254,non functional
13255,non functional
13256,non functional
13257,functional
13258,non functional
13259,non functional
13260,functional
13261,functional
13262,functional
13263,functional
13264,non functional
13265,non functional
13266,functional
13267,non functional
13268,functional
13269,functional
13270,functional
13271,functional
13272,functional
13273,functional
13274,functional
13275,non functional
13276,non functional
13277,functional
13278,functional
13279,non functional
13280,functional
13281,functional
13282,non functional
13283,functional
13284,non functional
13285,functional
13286,functional
13287,non functional
13288,functional needs repair
13289,functional
13290,functional
13291,functional
13292,non functional
13293,non functional
13294,non functional
13295,functional
13296,functional
13297,functional
13298,functional needs repair
13299,functional
13300,non functional
13301,non functional
13302,functional
13303,non functional
13304,functional
13305,functional
13306,functional
13307,functional
13308,non functional
13309,functional
13310,non functional
13311,functional
13312,non functional
13313,non functional
13314,functional
13315,non functional
13316,functional
13317,non functional
13318,non functional
13319,non functional
13320,functional
13321,non functional
13322,functional
13323,functional
13324,functional
13325,functional
13326,functional
13327,functional
13328,functional
13329,non functional
13330,non functional
13331,functional
13332,functional
13333,functional
13334,functional
13335,non functional
13336,functional
13337,non functional
13338,functional
13339,functional
13340,functional
13341,functional
13342,functional
13343,functional
13344,functional
13345,non functional
